site_code,avg_gwe_first,avg_gwe_second,percent_change_gwe
342446N1189452W001,90.30000000000001,72.32857142857141,-20.0
342447N1191085W001,-22.7565,-28.765666666666664,26.0
342457N1191485W001,18.973461538461542,22.778846153846146,20.0
342457N1191485W002,22.297307692307694,28.14166666666667,26.0
342459N1192169W001,1.109333333333333,-14.856666666666667,-1439.0
342464N1191198W001,19.570999999999998,27.07766666666667,38.0
342469N1191512W001,-40.52266666666667,-48.514,20.0
342469N1191512W002,-42.22825,-47.949333333333335,14.0
342469N1191512W003,-29.940333333333324,-32.39333333333333,8.0
342469N1191512W004,14.69063157894737,18.280666666666665,24.0
342469N1191512W005,17.723789473684207,24.269333333333336,37.0
342469N1191512W006,21.689764705882357,34.936125,61.0
342469N1191512W007,27.836333333333332,48.724000000000004,75.0
342477N1191314W001,39.251,16.195285714285713,-59.0
342481N1191610W001,21.533499999999997,17.050857142857144,-21.0
342489N1191151W001,-0.34699999999999953,15.738,-4635.0
342491N1192078W001,2.4769999999999994,-6.365714285714285,-357.0
342503N1191435W001,21.930384615384614,24.05071428571429,10.0
342503N1191435W002,24.64807692307692,24.75357142857143,0.0
342503N1191435W003,29.866111111111113,52.16125,75.0
342519N1188423W001,647.1346666666667,650.9580000000001,1.0
342526N1191646W001,18.311846153846155,11.702285714285717,-36.0
342533N1192676W001,8.730833333333333,-2.11,-124.0
342533N1192690W001,8.562500000000002,-1.363076923076923,-116.0
342533N1192690W002,37.46416666666667,31.88065217391304,-15.0
342553N1190765W001,33.66433333333334,-65.40233333333333,-294.0
342555N1192173W001,24.684,25.636666666666667,4.0
342564N1190801W001,248.32350000000002,249.19433333333333,0.0
342564N1191892W001,4.49,3.7699999999999996,-16.0
342575N1191517W001,24.906833333333335,51.8435,108.0
342575N1191520W001,22.13433333333333,37.76528571428572,71.0
342575N1191520W002,24.904333333333337,44.17885714285715,77.0
342575N1191520W003,24.910166666666665,44.17600000000001,77.0
342578N1191520W001,21.638499999999997,40.8617142857143,89.0
342584N1191051W001,,-54.256,
342593N1191148W001,-7.745666666666668,7.7043333333333335,-199.0
342597N1191142W001,25.447666666666667,50.464333333333336,98.0
342621N1191177W001,,51.55971428571428,
342647N1184989W001,675.51,788.325,17.0
342647N1188526W001,516.8816666666667,451.95166666666665,-13.0
342650N1191274W001,9.616,13.196499999999999,37.0
342650N1191423W001,34.012,95.79425000000002,182.0
342653N1191301W001,30.433285714285716,91.8956,202.0
342653N1191356W001,30.362666666666673,94.67484615384615,212.0
342658N1191231W001,6.093,16.358,168.0
342659N1191138W001,29.351000000000006,45.168142857142854,54.0
342667N1187786W001,773.3405522388056,773.9209999999998,0.0
342674N1187875W001,753.4595074626866,755.0971538461538,0.0
342676N1187959W001,725.0874328358211,726.2983589743591,0.0
342676N1187960W001,730.4031044776118,731.6539999999995,0.0
342678N1188312W001,633.981,612.431,-3.0
342681N1191301W001,37.0219090909091,111.7887142857143,202.0
342683N1191448W001,32.94858823529412,81.78266666666667,148.0
342684N1191895W001,76.912,79.89166666666667,4.0
342686N1190434W001,-57.122,-71.56366666666666,25.0
342686N1190434W002,-7.297,-46.230333333333334,534.0
342686N1190434W003,166.303,162.00300000000001,-3.0
342686N1190434W004,197.27800000000002,193.06966666666665,-2.0
342686N1191267W001,34.187363636363635,112.18918181818181,228.0
342688N1191952W001,62.725125000000006,52.123235294117606,-17.0
342688N1191952W002,76.38166666666666,85.20882352941176,12.0
342689N1191256W001,7.169499999999999,34.07105882352942,375.0
342689N1191256W002,7.606,47.5504705882353,525.0
342689N1191256W003,30.898000000000003,105.16517647058824,240.0
342689N1191256W004,32.8135,118.44630769230773,261.0
342693N1187835W001,676.579671641791,707.1960512820517,5.0
342697N1191284W001,34.23827272727273,118.3791818181818,246.0
342701N1187878W001,665.6646923076921,656.8938421052627,-1.0
342703N1191881W001,20.64272727272727,13.754761904761907,-33.0
342703N1192342W001,12.952000000000002,5.571111111111111,-57.0
342703N1192342W002,8.477,-2.1355555555555554,-125.0
342703N1192342W003,149.983,144.01333333333335,-4.0
342706N1191251W001,37.369454545454545,117.83399999999997,215.0
342708N1189562W001,290.12149999999997,285.019,-2.0
342712N1191305W001,36.190333333333335,121.31918181818182,235.0
342719N1192078W001,16.096666666666668,-0.4566666666666666,-103.0
342722N1188870W001,472.035,470.91833333333335,0.0
342724N1187786W001,684.4738507462681,660.7439999999997,-3.0
342725N1190028W001,,-162.72,
342727N1190673W001,10.763,-37.687,-450.0
342728N1190267W001,-40.714000000000006,-29.327333333333332,-28.0
342738N1191224W001,37.0406,124.2852857142857,236.0
342744N1191349W001,45.346000000000004,115.35385714285714,154.0
342747N1189637W001,260.3075,253.785,-3.0
342754N1187844W001,690.2475483870966,695.6337297297295,1.0
342762N1191340W001,45.36971428571429,115.839,155.0
342767N1187888W001,733.5323432835828,734.3102307692313,0.0
342767N1187888W002,750.0575671641794,760.2510000000001,1.0
342767N1191287W001,,127.249,
342775N1189698W001,168.62949999999998,149.82533333333333,-11.0
342775N1191297W001,48.547000000000004,125.35325,158.0
342788N1187791W001,812.1768507462683,808.9870000000002,0.0
342788N1187930W001,653.8495932203388,663.0447692307688,1.0
342789N1187662W001,821.8503333333333,817.1469999999999,-1.0
342801N1191730W001,64.549,52.114000000000004,-19.0
342819N1191692W001,128.86111111111111,128.8,0.0
342827N1189608W001,,147.975,
342836N1191778W001,98.034,93.078,-5.0
342908N1193091W001,22.066666666666666,29.166666666666668,32.0
342912N1191530W001,145.55200000000002,148.5883333333333,2.0
342925N1193084W001,19.86,30.26,52.0
342936N1190553W001,54.928666666666665,66.62866666666666,21.0
342947N1191390W001,146.099,152.692,5.0
342953N1191237W001,148.06300000000002,151.17128571428572,2.0
342958N1189387W001,143.4466666666667,136.505,-5.0
342958N1189387W002,144.60500000000002,135.755,-6.0
342958N1189387W003,277.86333333333334,265.105,-5.0
342974N1191359W001,147.49033333333335,149.872,2.0
342978N1191178W001,151.80857142857144,156.235,3.0
342992N1191220W001,151.58728571428568,154.868,2.0
342997N1191228W001,150.32157142857142,156.868,4.0
343011N1189626W001,154.649,137.79899999999998,-11.0
343028N1191084W002,162.11,165.69000000000003,2.0
343089N1189415W001,134.374,132.299,-2.0
343097N1191006W003,171.1733333333333,176.04,3.0
343118N1184429W001,,1136.855,
343149N1191274W001,158.78633333333332,164.877,4.0
343150N1191142W001,155.953,161.148,3.0
343156N1188945W001,612.2585,611.886,0.0
343217N1191165W001,160.96666666666667,168.275,5.0
343222N1191504W001,229.203,241.64499999999998,5.0
343232N1190988W001,175.11399999999998,186.486,6.0
343232N1191283W001,156.89499999999998,169.11,8.0
343261N1189015W001,180.30599999999998,157.26433333333333,-13.0
343264N1189478W001,,202.845,
343386N1191023W001,182.293,181.07633333333334,-1.0
343428N1190681W001,193.09433333333337,207.75600000000006,8.0
343428N1190681W002,192.91516666666666,207.42028571428568,8.0
343428N1190681W003,193.13016666666667,207.5502857142857,7.0
343428N1190681W004,193.19349999999997,207.52457142857142,7.0
343428N1190681W005,218.0801666666667,222.15957142857138,2.0
343431N1190798W001,181.75600000000003,194.77671428571426,7.0
343431N1190798W002,186.77457142857142,200.86885714285717,8.0
343431N1190798W003,188.21814285714282,201.82457142857146,7.0
343431N1190798W004,200.29742857142858,209.74984615384616,5.0
343539N1190842W001,183.371,203.11200000000002,11.0
343558N1193092W001,224.0405,225.35,1.0
343561N1190356W001,255.55533333333332,267.065,5.0
343603N1189951W001,307.98075,311.53900000000004,1.0
343603N1190459W001,242.9547142857143,259.05899999999997,7.0
343614N1190290W001,268.18666666666667,271.2014285714286,1.0
343625N1190323W001,265.50750000000005,276.095,4.0
343644N1189467W001,349.54699999999997,356.65999999999997,2.0
343678N1189687W001,329.1700000000001,337.8633333333333,3.0
343711N1166318W001,2779.5950000000003,2779.93,0.0
343726N1193079W001,257.31,267.4266666666667,4.0
343747N1165706W001,2758.85,2758.616,0.0
343753N1190062W001,298.6115,312.01,4.0
343756N1189412W001,352.7422727272728,357.98449999999997,1.0
343763N1190076W001,295.3183333333333,312.13,6.0
343783N1189178W001,381.361,387.985,2.0
343789N1189312W001,371.108,378.5333333333333,2.0
343793N1173069W001,2816.1365,2798.179,-1.0
343793N1173069W002,2812.174,2837.084,1.0
343793N1173069W003,2810.3865,2794.0789999999997,-1.0
343793N1173069W004,2809.4915,2793.379,-1.0
343793N1173069W005,2797.289,2783.974,0.0
343793N1173069W006,,2895.654,
343795N1189119W001,388.59749999999997,384.59749999999997,-1.0
343811N1189034W001,388.407,402.57500000000005,4.0
343819N1193020W001,315.3155,322.203,2.0
343845N1172471W001,2862.81,2898.45,1.0
343853N1188437W001,511.433,533.9766666666668,4.0
343860N1188526W001,507.6145714285714,517.6366666666667,2.0
343864N1189159W001,401.76957142857145,405.23,1.0
343872N1194754W001,32.75,36.54,12.0
343883N1172382W001,2867.7509999999997,2865.7265,0.0
343883N1172382W002,2859.9282727272725,2858.9115,0.0
343883N1172382W003,2858.608083333333,2859.1615,0.0
343883N1172382W004,2858.6576666666665,2861.71825,0.0
343883N1194827W001,96.35000000000001,104.74,9.0
343900N1166320W001,2778.1500000000005,2779.672,0.0
343900N1189831W001,348.54055555555556,373.06166666666667,7.0
343910N1189231W001,388.913125,398.9783333333333,3.0
343912N1188322W001,519.059090909091,552.915,7.0
343917N1188120W001,531.5415714285715,570.4307692307692,7.0
343917N1188120W002,534.062625,575.1169230769231,8.0
343917N1188120W003,534.1894285714287,575.1407692307691,8.0
343917N1188120W004,534.4672857142858,575.006923076923,8.0
343917N1188120W005,544.4365714285714,582.4645454545455,7.0
343919N1188820W001,473.42314285714286,475.46500000000003,0.0
343939N1187920W001,584.2958333333333,596.9944444444444,2.0
343948N1194866W001,5.5,-54.249,-1086.0
343961N1188412W001,507.916,538.6800000000001,6.0
343972N1188289W001,516.3757142857143,553.7434999999999,7.0
343972N1192906W001,379.25249999999994,397.74,5.0
343975N1188284W001,525.7014615384616,553.7965,5.0
343986N1172376W011,2851.653272727273,2876.029222222222,1.0
343986N1189487W001,374.12166666666667,387.84,4.0
343997N1193123W001,349.115,383.62211009174314,10.0
344003N1187931W001,546.2181764705882,597.4761904761905,9.0
344008N1188192W001,,572.0400000000001,
344038N1194633W001,196.6,157.24800000000002,-20.0
344047N1188265W001,522.811,560.8,7.0
344049N1188159W001,529.01,561.31,6.0
344050N1187531W001,661.4368571428571,675.0945454545455,2.0
344054N1194698W001,188.56666666666663,180.28333333333333,-4.0
344056N1189195W001,382.158375,404.4328571428572,6.0
344069N1189490W001,363.4275,388.7833333333333,7.0
344072N1187528W001,658.2233333333334,677.7909090909092,3.0
344075N1195124W001,4.766666666666667,-25.856666666666666,-642.0
344077N1187733W001,-97.13,-166.58,72.0
344085N1187908W001,550.3028888888889,590.5383333333334,7.0
344086N1187981W001,544.9780000000001,593.17,9.0
344089N1187801W001,542.975,599.1949999999999,10.0
344092N1187913W001,548.546625,595.4933333333333,9.0
344098N1172325W001,2834.2139130434784,2824.1442500000003,0.0
344106N1189272W002,380.465,413.16499999999996,9.0
344106N1189431W001,368.4749999999999,399.5733333333333,8.0
344118N1187960W001,546.7,579.2836363636364,6.0
344122N1195332W001,-10.28,-20.325,98.0
344150N1196830W001,11.566666666666665,11.761428571428572,2.0
344150N1196840W001,20.94454545454545,19.32076923076923,-8.0
344150N1196840W002,11.045,11.076153846153845,0.0
344170N1196860W001,25.28818181818182,20.549230769230768,-19.0
344171N1195425W001,4.1499999999999995,-3.04,-173.0
344172N1197225W002,92.75714285714285,93.08000000000001,0.0
344190N1196900W001,33.614,27.22076923076923,-19.0
344190N1196900W002,24.5625,22.170769230769228,-10.0
344190N1196950W001,32.542500000000004,26.79666666666667,-18.0
344195N1189306W001,386.107,404.65909090909093,5.0
344198N1192939W001,552.278,553.0863333333333,0.0
344200N1197456W002,82.70714285714287,82.65700000000001,0.0
344206N1172318W001,2812.191083333333,2799.802,0.0
344206N1172318W002,2811.6898333333324,2799.7095,0.0
344206N1172318W003,2812.1815,2804.2115,0.0
344206N1172318W004,2818.3034444444443,2849.5759999999996,1.0
344206N1172318W005,,2854.571,
344211N1172401W001,2815.2623043478256,2818.291,0.0
344217N1168501W001,2764.9700000000003,2768.013,0.0
344217N1168501W002,2813.025545454546,2817.02475,0.0
344219N1174037W001,2881.029666666667,2877.1117999999997,0.0
344219N1196556W001,15.348571428571429,13.390909090909092,-13.0
344225N1197086W001,42.574285714285715,35.383333333333326,-17.0
344233N1196831W001,28.0,20.299999999999997,-28.0
344258N1197339W002,98.02142857142857,89.531,-9.0
344261N1196806W001,24.75142857142857,20.6625,-17.0
344272N1196947W001,35.02285714285715,27.928181818181816,-20.0
344275N1198117W001,-11.145,-51.254999999999995,360.0
344275N1198117W004,23.4,20.02,-14.0
344289N1169323W001,2792.994538461539,2793.417,0.0
344289N1169323W002,2801.038384615385,2802.5372500000003,0.0
344289N1170226W001,2923.431666666667,2922.6499999999996,0.0
344295N1173948W001,2849.9664999999995,2840.6490000000003,0.0
344295N1173948W002,2854.0564999999997,2849.294,0.0
344295N1173948W003,2861.3315000000002,2857.009,0.0
344295N1173948W004,2862.294,2858.059,0.0
344295N1173948W005,2874.514,2871.434,0.0
344295N1173948W006,2874.9240000000004,2870.749,0.0
344295N1173948W007,,2976.3940000000002,
344300N1192965W001,498.6655,546.88,10.0
344306N1198070W002,-5.32,-45.945,764.0
344308N1198231W001,-7.26,-41.504999999999995,472.0
344311N1197967W001,-7.505,-43.945,486.0
344311N1198578W001,11.5,2.88,-75.0
344314N1172421W001,2814.27,2813.5750000000003,0.0
344314N1172421W002,2808.9449999999997,2807.3783333333326,0.0
344314N1172421W003,2807.23,2806.0750000000003,0.0
344314N1172421W004,2804.7700000000004,2803.2916666666665,0.0
344314N1172421W005,2804.5175,2802.931666666667,0.0
344314N1172421W006,2804.5575,2803.021666666667,0.0
344314N1172421W007,2803.96,2804.105,0.0
344314N1172421W008,2804.07,2804.2983333333336,0.0
344314N1172421W009,2809.2294444444447,2813.6762222222223,0.0
344314N1192842W001,491.28499999999997,528.9700000000001,8.0
344322N1198132W001,-7.925,-51.14,545.0
344333N1192681W001,593.6835,586.6966666666666,-1.0
344336N1198225W001,-4.135,-42.26,922.0
344342N1197197W001,101.51285714285713,91.363,-10.0
344342N1197197W002,98.735,88.072,-11.0
344342N1198357W001,0.17999999999999994,-33.765,-18858.0
344347N1197840W001,7.93,-2.205,-128.0
344347N1197850W002,-13.415,-37.39,179.0
344347N1197961W001,-7.825,-45.055,476.0
344352N1173882W001,2763.6375,2759.42,0.0
344352N1173882W002,2763.8450000000003,2759.325,0.0
344352N1173882W003,2862.085,2860.8599999999997,0.0
344352N1173882W004,2851.0725,2849.66,0.0
344352N1173882W005,2870.2025000000003,2868.6949999999997,0.0
344352N1173882W006,2872.765,2870.96,0.0
344352N1173882W007,,3001.9700000000003,
344356N1169715W001,2929.277,2926.767,0.0
344356N1197464W001,125.95714285714284,117.88499999999999,-6.0
344361N1191545W001,1394.708,1415.1746666666666,1.0
344361N1197717W001,-76.545,-105.06,37.0
344364N1191848W001,1253.882,1269.7486666666666,1.0
344364N1198093W001,-8.555,-49.74,481.0
344364N1198459W001,11.870000000000001,2.8449999999999998,-76.0
344367N1198436W001,12.425,3.12,-75.0
344367N1198436W002,11.535,2.245,-81.0
344378N1197978W001,-8.185,-46.425,467.0
344383N1197256W001,110.4325,96.558,-13.0
344383N1198292W001,-0.9249999999999998,-40.16,4242.0
344386N1191687W001,1272.545,1313.9783333333332,3.0
344386N1198361W001,4.029999999999999,-30.485,-856.0
344389N1198625W001,12.129999999999999,3.255,-73.0
344392N1197957W001,-18.439999999999998,-57.575,212.0
344397N1197611W001,79.93714285714285,89.32636363636364,12.0
344397N1197807W001,-66.505,-105.685,59.0
344397N1198134W001,9.545,-36.41,-481.0
344417N1171809W001,2807.0389999999998,2791.859,-1.0
344422N1192253W001,704.5889999999999,758.239,8.0
344428N1197911W001,-18.84,-66.42,253.0
344431N1192359W001,679.8399999999999,694.5566666666667,2.0
344431N1198107W001,10.844999999999999,-36.65,-438.0
344433N1169523W001,2932.62,2932.935,0.0
344436N1197378W001,106.64,109.3,2.0
344442N1169684W001,2924.6089999999995,2923.2165,0.0
344442N1170171W001,2916.9388333333336,2916.063,0.0
344442N1197587W001,98.40714285714284,103.42818181818183,5.0
344442N1198310W001,13.57,-32.305,-338.0
344449N1174000W001,2878.886761904762,2878.455333333333,0.0
344453N1169916W001,2922.485666666667,2921.629,0.0
344453N1198049W001,6.825,-44.21,-748.0
344458N1192917W001,603.013,644.0792447129911,7.0
344458N1198157W001,17.92,-20.96,-217.0
344458N1198157W002,19.01,-31.495,-266.0
344461N1192037W001,694.3493333333334,805.616,16.0
344461N1198317W001,16.9,-31.185,-285.0
344472N1192234W001,665.4655,762.0363333333333,15.0
344494N1197695W001,135.51624999999999,128.94444444444446,-5.0
344494N1198153W001,54.125,28.69,-47.0
344498N1197914W001,17.125,-46.73,-373.0
344500N1198089W001,67.66499999999999,54.535,-19.0
344502N1173777W001,2688.698,2689.8779999999997,0.0
344502N1173777W002,2902.2905,2887.6279999999997,-1.0
344502N1173777W003,2843.5305,2836.5429999999997,0.0
344502N1173777W004,2846.963,2840.883,0.0
344502N1173777W005,2757.323,2750.858,0.0
344502N1173777W006,2759.4255,2752.208,0.0
344502N1173777W007,2850.8230000000003,2846.2830000000004,0.0
344502N1173777W008,2852.4805,2847.953,0.0
344502N1173777W009,2857.3405,2853.2079999999996,0.0
344502N1173777W010,2859.0005,2854.933,0.0
344502N1173777W011,,2944.473,
344508N1198286W001,53.57,30.46,-43.0
344511N1191845W001,952.566,982.4359999999999,3.0
344513N1172484W001,2696.2135,2702.1176666666665,0.0
344513N1172484W002,2807.1485000000002,2801.421,0.0
344513N1172484W003,2806.871,2800.8909999999996,0.0
344513N1172484W004,2803.8460000000005,2798.7076666666667,0.0
344513N1172484W005,2800.8509999999997,2795.9809999999998,0.0
344513N1172484W006,2797.461,2793.011,0.0
344513N1172484W007,2796.5260000000003,2792.254333333333,0.0
344513N1172484W008,2788.931,2790.217666666667,0.0
344513N1172484W009,2789.7035,2792.921,0.0
344513N1172484W010,2799.9958148148144,2801.807333333333,0.0
344514N1198284W001,,30.314999999999998,
344517N1198098W001,61.565,40.370000000000005,-34.0
344517N1198442W001,67.475,69.19,3.0
344519N1197895W001,145.465,153.33499999999998,5.0
344520N1192562W001,868.0405000000001,870.6030000000001,0.0
344522N1192837W001,661.4784999999999,678.47,3.0
344537N1192227W001,665.9,789.1,19.0
344539N1192309W001,708.5949999999999,771.6099999999999,9.0
344543N1170331W001,2900.882,2900.2070000000003,0.0
344544N1192142W001,685.8755,803.3796666666667,17.0
344550N1192406W001,739.2860000000001,781.8726666666666,6.0
344552N1192868W001,641.115,667.978287461773,4.0
344553N1192231W001,650.564,536.3056666666666,-18.0
344558N1191992W001,689.726,607.891,-12.0
344558N1192065W001,692.364,592.7756666666667,-14.0
344571N1168885W001,2744.8190000000004,2747.184,0.0
344572N1171418W001,2808.8720000000003,2795.794,0.0
344572N1171418W002,2809.523249999999,2801.89275,0.0
344578N1168904W001,2740.74,2748.06,0.0
344578N1170934W001,2834.008,2830.943,0.0
344588N1192286W001,663.3786802973975,712.4178454332608,7.0
344589N1171151W001,2832.739,2828.559,0.0
344594N1173681W001,2832.760166666667,2829.56575,0.0
344594N1192112W001,696.0623333333333,608.5615,-13.0
344594N1192283W001,706.756,624.4034999999999,-12.0
344606N1169293W001,2719.6991666666668,2728.6475,0.0
344606N1169293W002,2721.561666666666,2730.287,0.0
344606N1169293W004,2736.669166666667,2738.8647499999997,0.0
344606N1169293W005,2722.3812,2731.9355000000005,0.0
344606N1169293W006,2737.0771999999997,2740.2763999999997,0.0
344606N1173652W001,2820.3990000000003,2806.1890000000003,-1.0
344606N1173652W002,2835.6539999999995,2828.6189999999997,0.0
344606N1173652W003,2762.739,2861.5389999999998,4.0
344606N1173652W004,2755.5015,2749.104,0.0
344606N1173652W005,2756.749,2780.734,1.0
344606N1173652W006,2756.3865,2750.724,0.0
344606N1173652W007,2827.1040000000003,2822.389,0.0
344606N1173652W008,2825.5589999999997,2824.722333333333,0.0
344606N1192312W001,715.8215,633.0939999999999,-12.0
344625N1173640W001,2835.1341666666667,2820.12075,-1.0
344644N1192081W001,790.3851798561134,847.5236830559772,7.0
344681N1172809W001,2794.210333333334,2779.4174,-1.0
344681N1172809W002,2765.8903333333333,2756.861,0.0
344681N1172809W003,2766.4345,2756.849,0.0
344681N1172809W004,2766.8595,2756.8597999999997,0.0
344694N1191992W001,1080.4825,803.12,-26.0
344706N1172532W001,2797.1205000000004,2782.8296,-1.0
344706N1172532W002,2772.731333333333,2766.814,0.0
344706N1172532W003,2774.807166666666,2769.746,0.0
344706N1172532W004,2786.805083333333,2798.4006,0.0
344727N1173512W001,2805.304,2789.884,-1.0
344727N1173512W002,2793.9839999999995,2786.884,0.0
344727N1173512W003,2746.919,2735.6440000000002,0.0
344727N1173512W004,2741.1389999999997,2731.3990000000003,0.0
344727N1173512W005,2743.9964999999997,2735.074,0.0
344727N1173512W006,2744.5540000000005,2735.794,0.0
344727N1173512W007,2746.5064999999995,2738.249,0.0
344739N1169281W001,2722.3448333333336,2728.4790000000003,0.0
344739N1192909W001,794.121,798.2,1.0
344758N1192912W001,799.2275,802.0,0.0
344778N1172609W001,2741.781,2744.656,0.0
344802N1170057W001,2861.1638333333326,2857.4880000000003,0.0
344806N1169415W001,2723.1363333333334,2730.798,0.0
344806N1169415W002,2722.9605,2730.818,0.0
344806N1169415W003,2722.866333333333,2730.728,0.0
344806N1169415W004,2723.0763333333334,2730.963,0.0
344806N1169415W005,2750.7696666666666,2745.358,0.0
344878N1172504W001,2779.179,2780.149,0.0
344897N1176192W001,2951.518846153847,2946.7300000000005,0.0
344916N1173431W001,2721.2518333333337,2710.691,0.0
344939N1171904W001,2797.2561739130438,2788.7906666666663,0.0
344939N1171904W002,2797.9535652173913,2789.3873333333336,0.0
344939N1171904W003,2798.8679130434775,2790.964,0.0
344939N1171904W004,,2805.614,
344953N1169329W001,2725.8283333333334,2733.565,0.0
344997N1172268W001,2780.8621666666672,2772.8530000000005,0.0
344997N1172268W002,2781.923833333333,2771.5006,0.0
344997N1172268W003,2783.956333333333,2773.3098,0.0
345012N1172606W001,2747.7745217391303,2740.6620000000003,0.0
345012N1172606W002,2765.5708695652174,2766.0535,0.0
345012N1172607W001,2765.3380434782607,2765.0715,0.0
345012N1172607W002,2766.0341304347826,2766.4485,0.0
345014N1171582W001,2801.702,2796.972,0.0
345042N1171748W001,2800.538,2795.263,0.0
345083N1175043W001,2910.901285714285,2915.4665000000005,0.0
345083N1175043W002,2901.8284285714285,2906.04,0.0
345083N1175043W003,2913.2619999999997,2913.1065000000003,0.0
345185N1172729W001,2739.131826086957,2739.2614999999996,0.0
345185N1172729W002,2739.050956521739,2739.2839999999997,0.0
345292N1172782W001,2647.202380952381,2640.8879999999995,0.0
345292N1172782W002,2718.0533333333333,2719.076,0.0
345292N1172782W003,2721.901304347826,2724.911666666667,0.0
345292N1172782W004,2721.875652173913,2725.4083333333333,0.0
345319N1169112W001,2724.110454545454,2731.625,0.0
345319N1169112W002,2724.0175,2731.53,0.0
345438N1172926W001,2694.753,2698.568,0.0
345603N1173104W001,2674.6620000000003,2669.442,0.0
345621N1172917W001,2676.646,2680.206,0.0
345678N1179938W001,2568.01,2539.975,-1.0
345714N1169643W001,2847.1068333333333,2847.631,0.0
345739N1173323W001,2623.588652173914,2626.765,0.0
345739N1173323W002,2624.512565217391,2627.2125,0.0
345739N1173323W003,2627.1595217391305,2630.38,0.0
345751N1173409W001,2532.313,2515.058,-1.0
345764N1173337W001,2631.371333333333,2635.2815,0.0
345788N1173345W001,2625.679083333333,2629.334,0.0
345789N1173345W001,2624.2703333333334,2628.2805,0.0
345790N1173345W001,2623.597333333333,2627.255,0.0
345828N1173468W001,2620.9120000000003,2622.032,0.0
345833N1169723W001,2893.445,2890.095,0.0
345931N1201411W001,396.22,398.624,1.0
345951N1201600W001,336.0333333333333,366.8,9.0
345967N1173431W001,2606.426304347826,2607.551,0.0
345967N1173431W002,2606.2645652173915,2607.4285,0.0
345968N1173431W001,2599.673782608695,2599.815,0.0
345968N1173431W002,2597.7972608695654,2600.6217500000002,0.0
346014N1171771W001,3056.083,3053.688,0.0
346019N1174551W002,2766.457,2769.447,0.0
346053N1201212W001,483.95,470.901,-3.0
346062N1201043W001,515.77,508.638,-1.0
346086N1173546W001,2594.169,2600.0245000000004,0.0
346086N1201455W001,427.87,450.4725,5.0
346090N1199607W001,690.36,634.876,-8.0
346131N1199762W001,679.13,617.509,-9.0
346138N1200070W001,592.74,522.6555000000001,-12.0
346150N1201870W001,312.155,305.74,-2.0
346153N1202501W001,268.7666666666666,259.9,-3.0
346157N1201359W001,481.45,470.3885,-2.0
346174N1200768W001,548.17,506.99249999999995,-8.0
346175N1200767W001,550.41,508.12350000000004,-8.0
346182N1201206W001,524.33,506.55150000000003,-3.0
346194N1173565W001,2587.7206666666666,2591.4165000000003,0.0
346228N1172073W001,3057.046,3057.106,0.0
346231N1173504W001,2565.8438333333334,2567.784,0.0
346239N1178643W001,2483.38,2455.18,-1.0
346256N1173568W001,2567.326909090909,2568.581,0.0
346281N1201147W001,589.95,575.0319999999999,-3.0
346330N1201261W001,597.48,572.8745,-4.0
346330N1201426W001,503.15,486.2285,-3.0
346339N1170015W001,3108.46,3108.1,0.0
346392N1202953W001,380.84,372.64,-2.0
346400N1202998W001,380.89,367.775,-3.0
346409N1200980W001,675.77,603.13,-11.0
346425N1200536W001,558.48,503.91949999999997,-10.0
346436N1204323W001,50.52,68.055,35.0
346440N1204300W001,68.95333333333333,82.475,20.0
346443N1173518W001,2524.6791304347826,2527.2084999999997,0.0
346443N1173518W002,2525.5945833333326,2528.1485000000002,0.0
346443N1173518W003,2526.184583333333,2529.1835,0.0
346443N1173518W004,2534.69525,2536.8135,0.0
346443N1173518W005,2537.130666666667,2539.6875,0.0
346444N1173593W001,2537.0592608695647,2539.3205,0.0
346444N1173593W002,2537.1,2539.1485,0.0
346486N1204505W001,45.760000000000005,56.900000000000006,24.0
346560N1205570W001,41.894999999999996,37.49,-11.0
346565N1204303W001,52.833333333333336,84.6,60.0
346570N1203360W001,58.535,44.725,-24.0
346570N1204920W001,33.11666666666667,40.7,23.0
346572N1204937W002,37.96,40.010000000000005,5.0
346580N1205360W001,26.736666666666668,29.6,11.0
346580N1205381W001,29.195,31.83,9.0
346580N1205381W003,18.265,27.259999999999998,49.0
346605N1204454W001,47.02571428571429,56.41,20.0
346605N1204464W001,48.68,54.55,12.0
346605N1204467W001,50.44,79.08500000000001,57.0
346605N1204467W002,48.653333333333336,80.955,66.0
346606N1204485W001,47.93333333333333,79.6,66.0
346622N1204856W002,38.138333333333335,47.395,24.0
346630N1203650W001,46.915,41.905,-11.0
346636N1200675W001,891.3,879.028,-1.0
346672N1181321W001,2105.02,2096.85,0.0
346680N1181413W001,2175.92,2178.86,0.0
346680N1181413W002,2079.24,2074.09,0.0
346680N1181413W003,2059.44,2082.61,1.0
346680N1181413W004,2068.56,2083.29,1.0
346682N1181314W001,2173.28,2176.75,0.0
346682N1181314W002,2010.68,2010.05,0.0
346682N1181314W003,2092.15,2081.26,-1.0
346682N1181314W004,2137.89,2101.75,-2.0
346690N1204210W001,52.185,47.535,-9.0
346730N1205100W001,22.28,29.59,33.0
346736N1203562W001,80.765,66.78999999999999,-17.0
346739N1173415W001,2506.757,2508.557,0.0
346744N1173535W001,2438.184333333333,2439.5842,0.0
346744N1173535W003,2482.2943333333333,2483.3995999999997,0.0
346744N1173535W004,2503.366833333333,2504.7915999999996,0.0
